,activity,group,CMPD_CHEMBLID,exp
1820,1.94,train,CHEMBL1778645,-0.64999998
1821,3.48,train,CHEMBL2036567,3.05
1822,2.63,train,CHEMBL2094354,1.72
1823,2.35,train,CHEMBL1682832,2.5
1824,1.9,train,CHEMBL304354,2.26
1825,0.16,train,CHEMBL2048866,1.97
1826,2.08,train,CHEMBL1682949,3.5599999
1827,1.01,train,CHEMBL1946019,2.79
1828,4.0,train,CHEMBL451570,0.50999999
1829,1.0,train,CHEMBL1017,2.21
1830,1.8,train,CHEMBL522505,2.26
1831,3.69,train,CHEMBL69023,3.54
1832,1.44,train,CHEMBL397688,3.5599999
1833,1.7,train,CHEMBL539163,3.4000001
1834,3.6,train,CHEMBL61835,0.83999997
1835,2.47,train,CHEMBL2348176,2.71
1836,3.4,train,CHEMBL1951902,0.89999998
1837,1.95,train,CHEMBL1939737,3.99
1838,1.25,train,CHEMBL2172782,0.77999997
1839,2.3,train,CHEMBL115125,1.75
1840,-0.4,train,CHEMBL256668,3.0999999
1841,2.99,train,CHEMBL2179278,1.12
1842,2.1,train,CHEMBL1730736,3.0
1843,1.03,train,CHEMBL1327979,2.01
1844,2.89,train,CHEMBL480,2.7
1845,2.58,train,CHEMBL2012856,3.26
1846,2.62,train,CHEMBL2030560,2.29
1847,2.14,train,CHEMBL888,-1.5
1848,1.74,train,CHEMBL513192,2.2
1849,3.7,train,CHEMBL165790,4.0700002
1850,3.11,train,CHEMBL1090090,1.6
1851,3.0,train,CHEMBL1783281,3.99
1852,3.02,train,CHEMBL264961,1.99
1853,3.96,train,CHEMBL1934418,1.29
1854,3.14,train,CHEMBL550,-0.37
1855,2.47,train,CHEMBL2012861,2.3
1856,3.07,train,CHEMBL205092,1.71
1857,-0.45,train,CHEMBL2048869,1.86
1858,1.86,train,CHEMBL2325705,2.4000001
1859,3.45,train,CHEMBL275043,2.4100001
1860,3.7,train,CHEMBL1916274,1.6799999
1861,0.88,train,CHEMBL1230122,2.76
1862,1.6,train,CHEMBL510349,3.22
1863,0.3,train,CHEMBL338579,4.4299998
1864,0.64,train,CHEMBL1290185,0.23999999
1865,3.58,train,CHEMBL443809,2.7
1866,0.33,train,CHEMBL2335121,1.1799999
1867,2.42,train,CHEMBL51314,2.8299999
1868,3.22,train,CHEMBL135400,1.1
1869,3.27,train,CHEMBL1511829,3.0999999
1870,3.6,train,CHEMBL404687,1.65
1871,3.3,train,CHEMBL274056,1.91
1872,2.1,train,CHEMBL1507581,0.23999999
1873,0.93,train,CHEMBL258313,3.5599999
1874,1.17,train,CHEMBL13486,1.88
1875,1.41,train,CHEMBL2030393,2.1900001
1876,1.64,train,CHEMBL2086673,3.3
1877,1.97,train,CHEMBL572878,3.47
1878,1.91,train,CHEMBL1895117,-0.029999999
1879,2.8,train,CHEMBL1779018,2.9000001
1880,3.62,train,CHEMBL113725,0.34999999
1881,2.39,train,CHEMBL646,2.3399999
1882,1.42,train,CHEMBL2171999,2.8
1883,3.57,train,CHEMBL2087865,3.0
1884,1.73,train,CHEMBL162203,4.0999998999999985
1885,0.25,train,CHEMBL182731,4.0
1886,3.9,train,CHEMBL2165066,0.66000003
1887,3.4,train,CHEMBL1934421,1.08
1888,2.28,train,CHEMBL465955,1.03
1889,0.8,train,CHEMBL86795,1.9
1890,0.7,train,CHEMBL515854,2.5599999
1891,1.7,train,CHEMBL82663,2.6099999
1892,1.9,train,CHEMBL319118,2.9000001
1893,2.4,train,CHEMBL1650273,3.3099999
1894,0.95,train,CHEMBL35,-0.89999998
1895,1.23,train,CHEMBL278172,1.83
1896,1.77,train,CHEMBL1916271,1.46
1897,2.91,train,CHEMBL289832,0.20999999
1898,-0.2,train,CHEMBL1789274,0.87
1899,-0.48,train,CHEMBL1688537,2.6199999
1900,2.8,train,CHEMBL29838,3.6300001
1901,3.17,train,CHEMBL479446,2.6800001
1902,3.09,train,CHEMBL234950,3.49
1903,-0.96,train,CHEMBL1082704,2.8399999
1904,2.9,train,CHEMBL249790,4.1700001
1905,1.37,train,CHEMBL2088097,2.6800001
1906,2.04,train,CHEMBL107313,1.6900001
1907,2.95,train,CHEMBL1784357,0.85000002
1908,3.1,train,CHEMBL415247,2.3900001
1909,3.15,train,CHEMBL2089277,0.30000001
1910,1.3,train,CHEMBL464081,3.8
1911,2.86,train,CHEMBL2179277,1.09
1912,1.44,train,CHEMBL521248,3.1600001
1913,3.92,train,CHEMBL2023481,4.059999899999998
1914,1.1,train,CHEMBL1612749,3.25
1915,2.35,train,CHEMBL2177606,1.72
1916,0.9,train,CHEMBL1350196,-0.69999999
1917,1.64,train,CHEMBL2071614,2.73
1918,1.67,train,CHEMBL317281,1.48
1919,2.13,train,CHEMBL450208,2.8900001
1920,3.6,train,CHEMBL1454839,1.0
1921,2.32,train,CHEMBL2042558,3.7
1922,1.53,train,CHEMBL1650730,2.3299999
1923,2.86,train,CHEMBL232830,3.0699999
1924,0.2,train,CHEMBL2171041,1.74
1925,3.3,train,CHEMBL1082811,1.5599999
1926,2.0,train,CHEMBL278222,2.1600001
1927,1.92,train,CHEMBL394799,3.3099999
1928,0.4,train,CHEMBL587723,3.97
1929,2.63,train,CHEMBL1897032,1.0
1930,2.49,train,CHEMBL726,3.8
1931,3.66,train,CHEMBL2062576,1.87
1932,2.6,train,CHEMBL119489,1.95
1933,2.31,train,CHEMBL1923434,0.14
1934,2.8,train,CHEMBL2349318,3.7
1935,3.01,train,CHEMBL2207662,2.71
1936,2.48,train,CHEMBL323443,1.01
1937,3.64,train,CHEMBL1164374,2.9000001
1938,1.22,train,CHEMBL571,-0.12
1939,3.49,train,CHEMBL1373037,3.5
1940,0.9,train,CHEMBL304784,2.5999999
1941,-0.31,train,CHEMBL63323,1.0
1942,1.98,train,CHEMBL2071098,2.4000001
1943,3.05,train,CHEMBL482192,2.8199999
1944,0.76,train,CHEMBL549620,2.9300001
1945,0.15,train,CHEMBL1682817,2.8
1946,2.91,train,CHEMBL1542,0.19
1947,0.87,train,CHEMBL2170975,1.2
1948,0.53,train,CHEMBL2163360,2.1300001
1949,-0.84,train,CHEMBL2058280,2.8
1950,1.7,train,CHEMBL1940832,0.02
1951,3.97,train,CHEMBL1194759,1.1
1952,1.13,train,CHEMBL600780,0.44
1953,2.69,train,CHEMBL564885,0.60000002
1954,1.9,train,CHEMBL1428,3.8
1955,3.72,train,CHEMBL478241,3.3099999
1956,1.7,train,CHEMBL2206790,3.5999999
1957,1.74,train,CHEMBL2158821,2.1400001
1958,4.1,train,CHEMBL1440652,3.75
1959,2.7,train,CHEMBL1387125,1.13
1960,0.99,train,CHEMBL2010851,2.7
1961,1.84,train,CHEMBL1427458,3.6500001
1962,1.98,train,CHEMBL2207669,2.5599999
1963,2.65,train,CHEMBL40999,-0.31
1964,2.23,train,CHEMBL213494,-0.34
1965,3.7,train,CHEMBL290119,3.1199999
1966,2.41,train,CHEMBL1209586,3.1199999
1967,3.3,train,CHEMBL1824371,3.1500001
1968,2.11,train,CHEMBL1088913,0.82999998
1969,1.85,train,CHEMBL122695,1.49
1970,2.23,train,CHEMBL1824373,2.4100001
1971,3.1,train,CHEMBL73234,1.33
1972,1.07,train,CHEMBL1682816,3.4000001
1973,0.05,train,CHEMBL2171984,1.92
1974,2.3,train,CHEMBL2036590,2.9000001
1975,1.82,train,CHEMBL1917439,3.7
1976,-0.25,train,CHEMBL109937,2.9000001
1977,1.27,train,CHEMBL56802,3.5
1978,3.1,train,CHEMBL2325743,2.6700001
1979,0.9,train,CHEMBL628,0.22
1980,1.86,train,CHEMBL1689137,1.12
1981,2.3,train,CHEMBL456446,2.76
1982,0.69,train,CHEMBL1682833,2.4000001
1983,2.74,train,CHEMBL896,3.0799999
1984,2.15,train,CHEMBL511,1.39
1985,3.44,train,CHEMBL2158833,1.1
1986,0.6,train,CHEMBL215022,2.0599999
1987,2.96,train,CHEMBL1289574,3.03
1988,1.9,train,CHEMBL2086678,3.8
1989,0.36,train,CHEMBL395955,3.22
1990,3.31,train,CHEMBL13976,1.75
1991,0.31,train,CHEMBL2036589,3.0
1992,1.97,train,CHEMBL440765,0.99000001
1993,1.32,train,CHEMBL1923432,1.74
1994,-0.27,train,CHEMBL184011,3.1700001
1995,2.12,train,CHEMBL48616,4.3000002
1996,4.3,train,CHEMBL321758,0.91000003
1997,3.3,train,CHEMBL2153190,2.1800001
1998,2.64,train,CHEMBL516784,1.76
1999,2.4,train,CHEMBL2153187,1.36
2000,1.3,train,CHEMBL196585,3.8599999
2001,2.38,train,CHEMBL2011916,2.96
2002,2.9,train,CHEMBL191802,2.45
2003,-1.0,train,CHEMBL2030806,0.51999998
2004,1.88,train,CHEMBL469230,3.1800001
2005,2.8,train,CHEMBL167176,3.3
2006,3.15,train,CHEMBL13698,0.60000002
2007,0.8,train,CHEMBL256115,1.75
2008,0.03,train,CHEMBL2062584,2.72
2009,3.4,train,CHEMBL387658,1.4
2010,1.01,train,CHEMBL1451129,2.7
2011,3.15,train,CHEMBL1778628,0.050000001
2012,2.26,train,CHEMBL2312185,1.64
2013,1.79,train,CHEMBL1807818,2.3
2014,1.97,train,CHEMBL2059375,1.8099999
2015,3.1,train,CHEMBL103771,4.1199999
2016,2.21,train,CHEMBL190458,-0.30000001
2017,-1.08,train,CHEMBL8663,2.1600001
2018,2.35,train,CHEMBL1934422,0.5
2019,4.28,train,CHEMBL282694,2.5699999
2020,3.25,train,CHEMBL196707,-0.44
2021,1.67,train,CHEMBL1950846,0.89999998
2022,2.19,train,CHEMBL589,0.75999999
2023,3.7,train,CHEMBL2325988,1.2
2024,1.15,train,CHEMBL1779503,0.74000001
2025,-0.58,train,CHEMBL1917445,0.050000001
2026,3.1,train,CHEMBL126857,2.4000001
2027,1.63,train,CHEMBL2158770,2.26
2028,3.86,train,CHEMBL1459468,2.9000001
2029,2.63,train,CHEMBL1498995,2.3599999
2030,2.87,train,CHEMBL94191,3.04
2031,3.58,train,CHEMBL217665,1.3
2032,1.54,train,CHEMBL563379,1.41
2033,2.3,train,CHEMBL1101,2.49
2034,1.0,train,CHEMBL1575409,2.5
2035,3.28,train,CHEMBL2335896,3.1800001
2036,3.86,train,CHEMBL2179667,-0.81999999
2037,3.6,train,CHEMBL126519,2.5999999
2038,3.8,train,CHEMBL360425,2.0599999
2039,2.8,train,CHEMBL17771,1.85
2040,2.46,train,CHEMBL495497,2.3599999
2041,2.12,train,CHEMBL1534781,2.79
2042,2.13,train,CHEMBL1783734,1.39
2043,2.72,train,CHEMBL1289545,2.1700001
2044,2.42,train,CHEMBL2171013,4.4899998
2045,3.22,train,CHEMBL1762482,3.0799999
2046,3.7,train,CHEMBL1515,-0.41999999
2047,3.36,train,CHEMBL208292,3.5799999
2048,1.23,train,CHEMBL1270670,3.7
2049,4.14,train,CHEMBL550687,0.5
2050,3.27,train,CHEMBL1951904,2.4100001
2051,0.37,train,CHEMBL2325731,2.4000001
2052,2.09,train,CHEMBL2171043,2.6199999
2053,3.1,train,CHEMBL1809199,3.2
2054,0.6,train,CHEMBL2325503,2.6600001
2055,-0.8,train,CHEMBL486894,2.9000001
2056,3.4,train,CHEMBL13280,2.0999999
2057,2.6,train,CHEMBL1086377,3.05
2058,1.27,train,CHEMBL510101,2.55
2059,2.66,train,CHEMBL478407,3.6199999
2060,3.9,train,CHEMBL1916541,0.28999999
2061,4.12,train,CHEMBL32363,1.0599999
2062,1.85,train,CHEMBL2059004,0.89999998
2063,3.12,train,CHEMBL2208430,3.9100001
2064,1.26,train,CHEMBL272705,2.21
2065,1.55,train,CHEMBL394859,2.4100001
2066,0.25,train,CHEMBL1311211,2.3
2067,3.01,train,CHEMBL137,-0.11
2068,1.91,train,CHEMBL1630120,3.2
2069,-0.56,train,CHEMBL2207284,2.77
2070,2.0,train,CHEMBL279261,1.5
2071,-0.22,train,CHEMBL204825,1.0
2072,3.4,train,CHEMBL1650729,2.3900001
2073,2.5,train,CHEMBL1916085,2.01
2074,3.52,train,CHEMBL1556667,2.71
2075,1.98,train,CHEMBL1789224,1.3
2076,1.79,train,CHEMBL470897,2.8
2077,3.21,train,CHEMBL51594,1.4
2078,2.47,train,CHEMBL1437137,2.5
2079,3.2,train,CHEMBL2313078,3.5999999
2080,3.86,train,CHEMBL1916286,1.75
2081,2.75,train,CHEMBL1231626,2.78
2082,3.0,train,CHEMBL1946024,4.0100002
2083,0.71,train,CHEMBL108246,2.8399999
2084,-0.29,train,CHEMBL1939741,3.27
2085,-0.04,train,CHEMBL315970,4.4099998
2086,1.1,train,CHEMBL2087086,3.0999999
2087,3.04,train,CHEMBL1922094,1.9
2088,2.1,train,CHEMBL71271,3.0
2089,3.07,train,CHEMBL1468264,1.5
2090,-0.55,train,CHEMBL1774099,2.5
2091,2.01,train,CHEMBL2031461,1.87
2092,0.31,train,CHEMBL1807827,0.98000002
2093,3.93,train,CHEMBL2331843,2.0
2094,3.32,train,CHEMBL1350030,1.71
2095,3.37,train,CHEMBL27577,1.09
2096,-0.41,train,CHEMBL233238,2.6099999
2097,1.19,train,CHEMBL436968,3.6800001
2098,2.83,train,CHEMBL2163584,3.1199999
2099,0.75,train,CHEMBL351811,1.3200001
2100,2.71,train,CHEMBL87563,2.4100001
2101,2.85,train,CHEMBL269538,2.9000001
2102,3.43,train,CHEMBL1224215,2.23
2103,3.1,train,CHEMBL562308,1.79
2104,1.9,train,CHEMBL2036763,2.74
2105,3.32,train,CHEMBL1945299,0.91000003
2106,1.38,train,CHEMBL2219422,2.99
2107,0.91,train,CHEMBL184,-1.42
2108,2.69,train,CHEMBL2028019,3.5999999
2109,3.8,train,CHEMBL2207658,3.3399999
2110,1.59,train,CHEMBL2068839,3.21
2111,0.45,train,CHEMBL118755,-0.16
2112,2.24,train,CHEMBL384467,1.87
2113,2.72,train,CHEMBL1270772,3.0
2114,4.1,train,CHEMBL2208426,2.8599999
2115,4.38,train,CHEMBL1917448,-0.41999999
2116,1.85,train,CHEMBL1172,1.48
2117,3.37,train,CHEMBL2171029,1.6
2118,2.09,train,CHEMBL2070950,1.6
2119,3.0,train,CHEMBL1486517,2.5
2120,3.02,train,CHEMBL2036779,2.0999999
2121,1.4,train,CHEMBL2147032,3.24
2122,3.1,train,CHEMBL1907764,3.05
2123,3.11,train,CHEMBL1962616,-0.50999999
2124,3.5,train,CHEMBL1366397,2.3099999
2125,2.92,train,CHEMBL393348,1.58
2126,2.45,train,CHEMBL2021706,0.40000001
2127,2.23,train,CHEMBL187673,3.3
2128,1.97,train,CHEMBL1555870,2.3900001
2129,1.5,train,CHEMBL1289233,3.3800001
2130,3.51,train,CHEMBL2031235,1.75
2131,2.56,train,CHEMBL1824036,-0.50999999
2132,3.36,train,CHEMBL107955,1.67
2133,1.2,train,CHEMBL445496,1.73
2134,3.67,train,CHEMBL1478435,3.0
2135,-0.69,train,CHEMBL1807860,3.6800001
2136,1.4,train,CHEMBL515062,2.77
2137,4.09,train,CHEMBL1778644,-0.92000002
2138,2.75,train,CHEMBL232433,3.1700001
2139,1.5,train,CHEMBL562698,1.77
2140,1.6,train,CHEMBL2172005,1.85
2141,3.8,train,CHEMBL2207666,3.4200001
2142,3.47,train,CHEMBL2031562,0.2
2143,0.93,train,CHEMBL415521,1.2
2144,2.79,train,CHEMBL476518,3.51
2145,1.89,train,CHEMBL381055,3.73
2146,3.02,train,CHEMBL51483,2.75
2147,1.33,train,CHEMBL110999,2.4400001
2148,-0.82,train,CHEMBL2023475,3.8800001
2149,2.11,train,CHEMBL325503,1.48
2150,2.16,train,CHEMBL1682283,0.92000002
2151,3.2,train,CHEMBL595122,2.0
2152,3.33,train,CHEMBL111350,1.77
2153,2.21,train,CHEMBL551170,2.0999999
2154,0.9,train,CHEMBL373351,1.38
2155,0.74,train,CHEMBL2158772,2.54
2156,2.34,train,CHEMBL2152252,2.8
2157,2.1,train,CHEMBL90846,2.4300001
2158,3.41,train,CHEMBL2046684,3.6400001
2159,2.07,train,CHEMBL377309,4.1399998999999985
2160,4.2,train,CHEMBL1809061,2.4000001
2161,2.1,train,CHEMBL1148,0.30000001
2162,1.53,train,CHEMBL2059373,-0.98000002
2163,2.8,train,CHEMBL444884,3.3
2164,3.7,train,CHEMBL1701081,2.8099999
2165,1.91,train,CHEMBL2326478,3.3
2166,2.72,train,CHEMBL1595582,4.0500002
2167,1.2,train,CHEMBL467148,2.6400001
2168,-1.02,train,CHEMBL111732,2.5899999
2169,2.0,train,CHEMBL387265,2.8199999
2170,3.04,train,CHEMBL1643349,2.3
2171,2.18,train,CHEMBL1278,0.47999999
2172,0.22,train,CHEMBL211677,2.8800001
2173,2.44,train,CHEMBL1271187,3.05
2174,3.36,train,CHEMBL471757,3.0799999
2175,3.1,train,CHEMBL1907830,2.4000001
2176,-1.04,train,CHEMBL1545637,3.49
2177,1.8,train,CHEMBL1689109,0.49000001
2178,2.94,train,CHEMBL1333961,1.92
2179,2.55,train,CHEMBL13817,1.4
2180,1.96,train,CHEMBL1672434,2.1300001
2181,2.48,train,CHEMBL212761,3.0899999
2182,1.75,train,CHEMBL513370,2.3599999
2183,2.73,train,CHEMBL576257,2.51
2184,3.4,train,CHEMBL2062563,3.29
2185,3.3,train,CHEMBL2087850,2.8699999
2186,3.25,train,CHEMBL1322675,1.6900001
2187,0.63,train,CHEMBL2323303,2.7
2188,1.16,train,CHEMBL2179285,-0.25
2189,2.16,train,CHEMBL1333251,2.77
2190,0.68,train,CHEMBL27364,4.0999998999999985
2191,4.21,train,CHEMBL2059374,-0.88
2192,2.61,train,CHEMBL2158839,2.5799999
2193,2.9,train,CHEMBL1549615,3.9000001
2194,3.2,train,CHEMBL1716201,4.1500001000000015
2195,0.25,train,CHEMBL335707,2.3099999
2196,3.69,train,CHEMBL1777848,2.8
2197,0.8,train,CHEMBL2158826,1.58
2198,2.18,train,CHEMBL476993,2.1900001
2199,0.29,train,CHEMBL1916084,0.80000001
2200,2.25,train,CHEMBL2087851,3.53
2201,1.72,train,CHEMBL2331748,1.6
2202,-0.25,train,CHEMBL429330,2.49
2203,2.51,train,CHEMBL1524929,3.6099999
2204,2.41,train,CHEMBL1624252,3.3399999
2205,1.96,train,CHEMBL252956,3.53
2206,3.29,train,CHEMBL530184,3.6500001
2207,2.19,train,CHEMBL250687,3.99
2208,2.06,train,CHEMBL1896037,3.4100001000000004
2209,3.4,train,CHEMBL1807824,0.86000001
2210,1.53,train,CHEMBL2182002,2.5999999
2211,3.07,train,CHEMBL515311,2.1500001
2212,3.31,train,CHEMBL1455,2.4400001
2213,3.3,train,CHEMBL2005730,3.2
2214,1.22,train,CHEMBL1741132,1.35
2215,3.0,train,CHEMBL2325994,1.3
2216,3.03,train,CHEMBL379738,1.86
2217,1.5,train,CHEMBL2171048,1.79
2218,2.0,train,CHEMBL341226,4.21
2219,3.3,train,CHEMBL227897,2.5
2220,2.5,train,CHEMBL1956163,3.9400001
2221,1.13,train,CHEMBL1875368,3.9000001
2222,0.84,train,CHEMBL267936,-0.83999997
2223,3.38,train,CHEMBL1422,0.31
2224,1.3,train,CHEMBL806,3.46
2225,2.49,train,CHEMBL390191,1.73
2226,1.96,train,CHEMBL330366,3.23
2227,2.17,train,CHEMBL404327,2.8099999
2228,3.15,train,CHEMBL225510,0.54000002
2229,0.15,train,CHEMBL1707308,3.22
2230,2.07,train,CHEMBL512901,4.0900002
2231,2.84,train,CHEMBL442956,0.77999997
2232,0.57,train,CHEMBL1624560,2.3599999
2233,3.2,train,CHEMBL31741,2.96
2234,-0.8,train,CHEMBL1547746,4.1999998
2235,3.5,train,CHEMBL181858,3.5999999
2236,2.42,train,CHEMBL1907763,2.9000001
2237,2.66,train,CHEMBL1762528,2.5999999
2238,3.4,train,CHEMBL402728,1.73
2239,0.58,train,CHEMBL1760962,1.24
2240,3.78,train,CHEMBL1270569,2.8299999
2241,2.7,train,CHEMBL1288102,1.97
2242,3.37,train,CHEMBL2017459,3.3
2243,2.5,train,CHEMBL1630130,2.9000001
2244,1.16,train,CHEMBL1560812,2.1700001
2245,2.27,train,CHEMBL2086679,3.5999999
2246,1.99,train,CHEMBL1586839,3.7
2247,-0.22,train,CHEMBL13863,1.88
2248,3.38,train,CHEMBL375166,1.0700001
2249,3.72,train,CHEMBL1442709,3.29
2250,2.55,train,CHEMBL2171020,3.51
2251,2.51,train,CHEMBL1824044,0.87
2252,3.01,train,CHEMBL209522,2.3699999
2253,3.26,train,CHEMBL184052,3.5999999
2254,2.8,train,CHEMBL1448915,2.1800001
2255,1.59,train,CHEMBL2158779,2.5999999
2256,1.71,train,CHEMBL1779001,2.1400001
2257,2.7,train,CHEMBL250389,4.0900002
2258,0.96,train,CHEMBL2326690,1.9400001
2259,0.99,train,CHEMBL2208434,3.48
2260,1.53,train,CHEMBL11334,2.6300001
2261,2.3,train,CHEMBL1939743,2.3499999
2262,3.1,train,CHEMBL71044,1.9
2263,1.0,train,CHEMBL1600648,0.16
2264,4.3,train,CHEMBL384304,2.0799999
2265,2.8,train,CHEMBL1224065,1.01
2266,3.53,train,CHEMBL1526499,4.0
2267,1.75,train,CHEMBL1095,1.0
2268,3.0,train,CHEMBL185315,1.8
2269,2.36,train,CHEMBL380936,3.6900001
2270,2.67,train,CHEMBL1951912,1.4400001
2271,3.3,train,CHEMBL27006,3.5999999
2272,2.4,train,CHEMBL423026,2.47
2273,-1.1,train,CHEMBL1164070,3.4000001
2274,1.4,train,CHEMBL2321999,1.95
2275,2.49,train,CHEMBL226959,1.17
2276,2.9,train,CHEMBL1528704,1.25
2277,2.03,train,CHEMBL1809058,2.3
2278,4.35,train,CHEMBL171951,-0.40000001
2279,1.69,train,CHEMBL1240590,2.99
2280,1.6,train,CHEMBL398149,2.0999999
2281,0.68,train,CHEMBL521815,1.03
2282,0.97,train,CHEMBL271703,2.8900001
2283,1.1,train,CHEMBL259084,2.5799999
2284,2.5,train,CHEMBL1643194,2.6199999
2285,3.4,train,CHEMBL78535,2.1400001
2286,2.8,train,CHEMBL13923,1.74
2287,2.22,train,CHEMBL397983,3.7
2288,1.4,train,CHEMBL2335908,3.1099999
2289,2.0,train,CHEMBL517534,2.55
2290,4.42,train,CHEMBL1401353,3.0
2291,1.23,train,CHEMBL1683032,3.02
2292,1.16,train,CHEMBL1731705,3.96
2293,3.2,train,CHEMBL70972,2.48
2294,1.81,train,CHEMBL2207664,3.1400001
2295,3.6,train,CHEMBL2057336,2.47
2296,1.3,train,CHEMBL1682962,3.0699999
2297,1.6,train,CHEMBL554332,3.04
2298,3.8,train,CHEMBL1778639,-0.44999999
2299,1.5,train,CHEMBL226804,2.0999999
2300,2.2,train,CHEMBL2088098,1.86
2301,2.7,train,CHEMBL51257,2.8099999
2302,-0.09,train,CHEMBL787,3.45
2303,3.37,train,CHEMBL101253,3.7
2304,2.1,train,CHEMBL1043,0.88
2305,0.41,train,CHEMBL1294,2.21
2306,2.3,train,CHEMBL2178941,1.6
2307,3.0,train,CHEMBL347645,0.30000001
2308,1.57,train,CHEMBL1981679,0.63999999
2309,4.31,train,CHEMBL207584,3.5799999
2310,2.74,train,CHEMBL92401,0.33000001
2311,3.95,train,CHEMBL404609,2.4200001
2312,2.81,train,CHEMBL1625467,3.22
2313,2.52,train,CHEMBL2158466,3.27
2314,-0.01,train,CHEMBL186513,3.5999999
2315,4.13,train,CHEMBL2031157,0.27000001
2316,1.7,train,CHEMBL1682823,3.3
2317,0.64,train,CHEMBL1319232,2.0999999
2318,1.82,train,CHEMBL36994,0.93000001
2319,0.99,train,CHEMBL1173055,1.17
2320,1.18,train,CHEMBL573214,1.41
2321,-0.28,train,CHEMBL246533,2.5
2322,2.1,train,CHEMBL38182,1.64
2323,2.22,train,CHEMBL1548889,1.97
2324,2.3,train,CHEMBL232656,1.91
2325,1.3,train,CHEMBL182266,2.8
2326,2.79,train,CHEMBL444194,3.6199999
2327,1.69,train,CHEMBL551984,2.3900001
2328,-0.49,train,CHEMBL2071097,1.42
2329,1.78,train,CHEMBL523058,2.55
2330,1.28,train,CHEMBL1201295,3.5699999
2331,2.5,train,CHEMBL413742,3.6600001
2332,1.93,train,CHEMBL198150,1.73
2333,0.34,train,CHEMBL1934419,0.25
2334,1.08,train,CHEMBL210884,2.26
2335,0.8,train,CHEMBL1762548,3.9000001
2336,2.36,train,CHEMBL1631095,3.4000001
2337,4.29,train,CHEMBL498404,2.28
2338,2.9,train,CHEMBL2031561,0.80000001
2339,2.14,train,CHEMBL2089275,0.69999999
2340,3.25,train,CHEMBL605846,0.79000002
2341,2.2,train,CHEMBL2035029,2.2
2342,3.08,train,CHEMBL1398535,1.7
2343,2.51,train,CHEMBL424414,1.9
2344,2.95,train,CHEMBL402501,2.4000001
2345,3.8,train,CHEMBL100913,0.94999999
2346,0.8,train,CHEMBL1598315,1.23
2347,3.5,train,CHEMBL226780,1.77
2348,3.71,train,CHEMBL587004,2.9100001
2349,3.1,train,CHEMBL2023265,-0.2
2350,1.72,train,CHEMBL2030813,-0.47999999
2351,2.56,train,CHEMBL2086658,2.8
2352,2.86,train,CHEMBL1221510,3.0
2353,0.06,train,CHEMBL2069623,3.1700001
2354,1.25,train,CHEMBL53966,3.21
2355,3.52,train,CHEMBL2062578,3.0899999
2356,2.08,train,CHEMBL128,-0.95999998
2357,0.77,train,CHEMBL2035032,2.9000001
2358,2.0,train,CHEMBL2010836,3.0
2359,2.35,train,CHEMBL1829422,1.37
2360,2.43,train,CHEMBL513412,2.04
2361,2.17,train,CHEMBL167471,2.95
2362,3.4,train,CHEMBL1766082,3.0999999
2363,0.14,train,CHEMBL404057,3.1500001
2364,1.26,train,CHEMBL2035040,1.3
2365,2.2,train,CHEMBL402986,2.8599999
2366,1.96,train,CHEMBL1789186,0.76999998
2367,2.05,train,CHEMBL1762543,3.7
2368,2.87,train,CHEMBL380947,3.3699999
2369,3.5,train,CHEMBL117,3.8299999
2370,3.28,train,CHEMBL2057371,1.37
2371,0.79,train,CHEMBL377136,2.2
2372,1.44,train,CHEMBL361546,1.4400001
2373,1.52,train,CHEMBL1644331,3.9200001
2374,2.86,train,CHEMBL2031559,1.1
2375,3.5,train,CHEMBL1778369,1.6900001
2376,1.71,train,CHEMBL2172007,2.3499999
2377,3.1,train,CHEMBL2164748,0.89999998
2378,4.34,train,CHEMBL452791,2.21
2379,0.51,train,CHEMBL36,2.3099999
2380,2.86,train,CHEMBL190243,1.64
2381,1.71,train,CHEMBL1532611,2.71
2382,2.52,train,CHEMBL1773254,1.67
2383,0.42,train,CHEMBL1164184,3.3
2384,0.8,train,CHEMBL507722,2.1300001
2385,3.14,train,CHEMBL138649,3.5999999
2386,4.2,train,CHEMBL275455,2.3199999
2387,2.51,train,CHEMBL321590,1.53
2388,2.76,train,CHEMBL123846,3.0
2389,0.55,train,CHEMBL1084863,2.8599999
2390,3.28,train,CHEMBL1180725,0.2
2391,3.5,train,CHEMBL1389370,3.3
2392,3.6,train,CHEMBL1079486,2.0
2393,3.3,train,CHEMBL1800656,1.92
2394,2.81,train,CHEMBL151445,0.40000001
2395,2.59,train,CHEMBL561652,2.6300001
2396,1.5,train,CHEMBL2207225,2.49
2397,3.41,train,CHEMBL1313395,3.6600001
2398,0.91,train,CHEMBL394527,3.27
2399,2.8,train,CHEMBL260135,2.5999999
2400,-0.87,train,CHEMBL1796297,2.3099999
2401,1.6,train,CHEMBL451496,2.0999999
2402,0.66,train,CHEMBL2325696,2.8
2403,1.68,train,CHEMBL2158774,3.01
2404,2.15,train,CHEMBL255536,2.48
2405,1.74,train,CHEMBL2206523,3.6400001
2406,0.42,train,CHEMBL1892245,-1.3099999
2407,2.6,train,CHEMBL1466,1.22
2408,3.06,train,CHEMBL1169880,3.49
2409,3.8,train,CHEMBL2164672,0.89999998
2410,2.64,train,CHEMBL2030798,-0.31
2411,2.57,train,CHEMBL661,1.98
